unit,sex,age,region,year,value
YR,T,Y44,FR,2018,40.2
YR,T,Y45,FR,2018,39.2
YR,T,Y46,FR,2018,38.3
YR,T,Y47,FR,2018,37.4
YR,T,Y48,FR,2018,36.5
YR,T,Y49,FR,2018,35.6
YR,T,Y5,FR,2018,78.2
YR,T,Y50,FR,2018,34.6
YR,T,Y51,FR,2018,33.7
YR,T,Y52,FR,2018,32.8
YR,T,Y53,FR,2018,32.0
YR,T,Y54,FR,2018,31.1
YR,T,Y55,FR,2018,30.2
YR,T,Y56,FR,2018,29.3
YR,T,Y57,FR,2018,28.5
YR,T,Y58,FR,2018,27.6
YR,T,Y59,FR,2018,26.8
YR,T,Y6,FR,2018,77.2
YR,T,Y60,FR,2018,25.9
YR,T,Y61,FR,2018,25.1
YR,T,Y62,FR,2018,24.3
YR,T,Y63,FR,2018,23.5
YR,T,Y64,FR,2018,22.7
YR,T,Y65,FR,2018,21.9
YR,T,Y66,FR,2018,21.1
YR,T,Y67,FR,2018,20.3
YR,T,Y68,FR,2018,19.5
YR,T,Y69,FR,2018,18.8
YR,T,Y7,FR,2018,76.2
YR,T,Y70,FR,2018,18.0
YR,T,Y71,FR,2018,17.2
YR,T,Y72,FR,2018,16.5
YR,T,Y73,FR,2018,15.7
YR,T,Y74,FR,2018,15.0
YR,T,Y75,FR,2018,14.3
YR,T,Y76,FR,2018,13.5
YR,T,Y77,FR,2018,12.8
YR,T,Y78,FR,2018,12.1
YR,T,Y79,FR,2018,11.5
YR,T,Y8,FR,2018,75.2
YR,T,Y80,FR,2018,10.8
YR,T,Y81,FR,2018,10.2
YR,T,Y82,FR,2018,9.5
YR,T,Y83,FR,2018,8.9
YR,T,Y84,FR,2018,8.4
YR,T,Y9,FR,2018,74.2
YR,T,Y_GE85,FR,2018,7.8
YR,T,Y_LT1,FR,2018,82.8
YR,F,Y1,FR,2017,85.0
YR,F,Y10,FR,2017,76.1
YR,F,Y11,FR,2017,75.1
YR,F,Y12,FR,2017,74.1
YR,F,Y13,FR,2017,73.1
YR,F,Y14,FR,2017,72.1
YR,F,Y15,FR,2017,71.1
YR,F,Y16,FR,2017,70.1
YR,F,Y17,FR,2017,69.1
YR,F,Y18,FR,2017,68.2
YR,F,Y19,FR,2017,67.2
YR,F,Y2,FR,2017,84.0
YR,F,Y20,FR,2017,66.2
YR,F,Y21,FR,2017,65.2
YR,F,Y22,FR,2017,64.2
YR,F,Y23,FR,2017,63.2
YR,F,Y24,FR,2017,62.2
YR,F,Y25,FR,2017,61.2
YR,F,Y26,FR,2017,60.3
YR,F,Y27,FR,2017,59.3
YR,F,Y28,FR,2017,58.3
YR,F,Y29,FR,2017,57.3
YR,F,Y3,FR,2017,83.1
YR,F,Y30,FR,2017,56.3
YR,F,Y31,FR,2017,55.3
YR,F,Y32,FR,2017,54.4
YR,F,Y33,FR,2017,53.4
YR,F,Y34,FR,2017,52.4
YR,F,Y35,FR,2017,51.4
YR,F,Y36,FR,2017,50.4
YR,F,Y37,FR,2017,49.5
YR,F,Y38,FR,2017,48.5
YR,F,Y39,FR,2017,47.5
YR,F,Y4,FR,2017,82.1
YR,F,Y40,FR,2017,46.5
YR,F,Y41,FR,2017,45.6
YR,F,Y42,FR,2017,44.6
YR,F,Y43,FR,2017,43.7
YR,F,Y44,FR,2017,42.7
YR,F,Y45,FR,2017,41.7
YR,F,Y46,FR,2017,40.8
YR,F,Y47,FR,2017,39.8
YR,F,Y48,FR,2017,38.9
YR,F,Y49,FR,2017,38.0
YR,F,Y5,FR,2017,81.1
YR,F,Y50,FR,2017,37.0
YR,F,Y51,FR,2017,36.1
YR,F,Y52,FR,2017,35.2
YR,F,Y53,FR,2017,34.3
YR,F,Y54,FR,2017,33.4
YR,F,Y55,FR,2017,32.5
YR,F,Y56,FR,2017,31.6
YR,F,Y57,FR,2017,30.7
YR,F,Y58,FR,2017,29.8
YR,F,Y59,FR,2017,28.9
YR,F,Y6,FR,2017,80.1
YR,F,Y60,FR,2017,28.0
YR,F,Y61,FR,2017,27.1
YR,F,Y62,FR,2017,26.3
YR,F,Y63,FR,2017,25.4
YR,F,Y64,FR,2017,24.5
YR,F,Y65,FR,2017,23.7
YR,F,Y66,FR,2017,22.8
YR,F,Y67,FR,2017,22.0
YR,F,Y68,FR,2017,21.1
YR,F,Y69,FR,2017,20.3
YR,F,Y7,FR,2017,79.1
YR,F,Y70,FR,2017,19.4
YR,F,Y71,FR,2017,18.6
YR,F,Y72,FR,2017,17.8
YR,F,Y73,FR,2017,17.0
YR,F,Y74,FR,2017,16.2
YR,F,Y75,FR,2017,15.4
YR,F,Y76,FR,2017,14.6
YR,F,Y77,FR,2017,13.8
YR,F,Y78,FR,2017,13.1
YR,F,Y79,FR,2017,12.3
YR,F,Y8,FR,2017,78.1
YR,F,Y80,FR,2017,11.6
YR,F,Y81,FR,2017,10.9
YR,F,Y82,FR,2017,10.2
YR,F,Y83,FR,2017,9.6
YR,F,Y84,FR,2017,8.9
YR,F,Y9,FR,2017,77.1
YR,F,Y_GE85,FR,2017,8.3
YR,F,Y_LT1,FR,2017,85.7
YR,M,Y1,FR,2017,78.9
YR,M,Y10,FR,2017,70.0
YR,M,Y11,FR,2017,69.0
YR,M,Y12,FR,2017,68.0
YR,M,Y13,FR,2017,67.1
YR,M,Y14,FR,2017,66.1
YR,M,Y15,FR,2017,65.1
YR,M,Y16,FR,2017,64.1
YR,M,Y17,FR,2017,63.1
YR,M,Y18,FR,2017,62.1
YR,M,Y19,FR,2017,61.1
YR,M,Y2,FR,2017,78.0
YR,M,Y20,FR,2017,60.2
YR,M,Y21,FR,2017,59.2
YR,M,Y22,FR,2017,58.2
YR,M,Y23,FR,2017,57.3
YR,M,Y24,FR,2017,56.3
YR,M,Y25,FR,2017,55.3
YR,M,Y26,FR,2017,54.4
YR,M,Y27,FR,2017,53.4
YR,M,Y28,FR,2017,52.5
YR,M,Y29,FR,2017,51.5
YR,M,Y3,FR,2017,77.0
YR,M,Y30,FR,2017,50.5
YR,M,Y31,FR,2017,49.6
YR,M,Y32,FR,2017,48.6
YR,M,Y33,FR,2017,47.7
YR,M,Y34,FR,2017,46.7
YR,M,Y35,FR,2017,45.7
YR,M,Y36,FR,2017,44.8
YR,M,Y37,FR,2017,43.8
YR,M,Y38,FR,2017,42.9
YR,M,Y39,FR,2017,41.9
YR,M,Y4,FR,2017,76.0
YR,M,Y40,FR,2017,41.0
YR,M,Y41,FR,2017,40.0
YR,M,Y42,FR,2017,39.1
YR,M,Y43,FR,2017,38.2
YR,M,Y44,FR,2017,37.2
YR,M,Y45,FR,2017,36.3
YR,M,Y46,FR,2017,35.4
YR,M,Y47,FR,2017,34.5
YR,M,Y48,FR,2017,33.6
YR,M,Y49,FR,2017,32.7
YR,M,Y5,FR,2017,75.0
YR,M,Y50,FR,2017,31.8
YR,M,Y51,FR,2017,30.9
YR,M,Y52,FR,2017,30.0
YR,M,Y53,FR,2017,29.2
YR,M,Y54,FR,2017,28.3
YR,M,Y55,FR,2017,27.5
YR,M,Y56,FR,2017,26.6
YR,M,Y57,FR,2017,25.8
YR,M,Y58,FR,2017,25.0
YR,M,Y59,FR,2017,24.2
YR,M,Y6,FR,2017,74.0
YR,M,Y60,FR,2017,23.4
YR,M,Y61,FR,2017,22.6
YR,M,Y62,FR,2017,21.9
YR,M,Y63,FR,2017,21.1
YR,M,Y64,FR,2017,20.4
YR,M,Y65,FR,2017,19.6
YR,M,Y66,FR,2017,18.9
YR,M,Y67,FR,2017,18.1
YR,M,Y68,FR,2017,17.4
YR,M,Y69,FR,2017,16.7
YR,M,Y7,FR,2017,73.0
YR,M,Y70,FR,2017,16.0
YR,M,Y71,FR,2017,15.3
YR,M,Y72,FR,2017,14.6
YR,M,Y73,FR,2017,13.9
YR,M,Y74,FR,2017,13.2
YR,M,Y75,FR,2017,12.5
YR,M,Y76,FR,2017,11.9
YR,M,Y77,FR,2017,11.2
YR,M,Y78,FR,2017,10.6
YR,M,Y79,FR,2017,9.9
YR,M,Y8,FR,2017,72.0
YR,M,Y80,FR,2017,9.3
YR,M,Y81,FR,2017,8.8
YR,M,Y82,FR,2017,8.2
YR,M,Y83,FR,2017,7.7
YR,M,Y84,FR,2017,7.2
YR,M,Y9,FR,2017,71.0
YR,M,Y_GE85,FR,2017,6.7
YR,M,Y_LT1,FR,2017,79.6
YR,T,Y1,FR,2017,82.1
YR,T,Y10,FR,2017,73.1
YR,T,Y11,FR,2017,72.1
YR,T,Y12,FR,2017,71.2
YR,T,Y13,FR,2017,70.2
YR,T,Y14,FR,2017,69.2
YR,T,Y15,FR,2017,68.2
YR,T,Y16,FR,2017,67.2
YR,T,Y17,FR,2017,66.2
YR,T,Y18,FR,2017,65.2
YR,T,Y19,FR,2017,64.2
YR,T,Y2,FR,2017,81.1
YR,T,Y20,FR,2017,63.2
YR,T,Y21,FR,2017,62.3
YR,T,Y22,FR,2017,61.3
YR,T,Y23,FR,2017,60.3
YR,T,Y24,FR,2017,59.3
YR,T,Y25,FR,2017,58.4
YR,T,Y26,FR,2017,57.4
YR,T,Y27,FR,2017,56.4
YR,T,Y28,FR,2017,55.4
YR,T,Y29,FR,2017,54.5
YR,T,Y3,FR,2017,80.1
YR,T,Y30,FR,2017,53.5
YR,T,Y31,FR,2017,52.5
YR,T,Y32,FR,2017,51.6
YR,T,Y33,FR,2017,50.6
YR,T,Y34,FR,2017,49.6
YR,T,Y35,FR,2017,48.7
YR,T,Y36,FR,2017,47.7
YR,T,Y37,FR,2017,46.7
YR,T,Y38,FR,2017,45.8
YR,T,Y39,FR,2017,44.8
YR,T,Y4,FR,2017,79.1
YR,T,Y40,FR,2017,43.9
YR,T,Y41,FR,2017,42.9
YR,T,Y42,FR,2017,41.9
YR,T,Y43,FR,2017,41.0
YR,T,Y44,FR,2017,40.1
YR,T,Y45,FR,2017,39.1
YR,T,Y46,FR,2017,38.2
YR,T,Y47,FR,2017,37.3
YR,T,Y48,FR,2017,36.3
YR,T,Y49,FR,2017,35.4
YR,T,Y5,FR,2017,78.1
YR,T,Y50,FR,2017,34.5
YR,T,Y51,FR,2017,33.6
YR,T,Y52,FR,2017,32.7
YR,T,Y53,FR,2017,31.8
YR,T,Y54,FR,2017,31.0
YR,T,Y55,FR,2017,30.1
YR,T,Y56,FR,2017,29.2
YR,T,Y57,FR,2017,28.4
YR,T,Y58,FR,2017,27.5
YR,T,Y59,FR,2017,26.7
YR,T,Y6,FR,2017,77.1
YR,T,Y60,FR,2017,25.8
YR,T,Y61,FR,2017,25.0
YR,T,Y62,FR,2017,24.2
YR,T,Y63,FR,2017,23.4
YR,T,Y64,FR,2017,22.6
YR,T,Y65,FR,2017,21.8
YR,T,Y66,FR,2017,21.0
YR,T,Y67,FR,2017,20.2
YR,T,Y68,FR,2017,19.4
YR,T,Y69,FR,2017,18.6
YR,T,Y7,FR,2017,76.1
YR,T,Y70,FR,2017,17.9
YR,T,Y71,FR,2017,17.1
YR,T,Y72,FR,2017,16.4
YR,T,Y73,FR,2017,15.6
YR,T,Y74,FR,2017,14.9
YR,T,Y75,FR,2017,14.1
YR,T,Y76,FR,2017,13.4
YR,T,Y77,FR,2017,12.7
YR,T,Y78,FR,2017,12.0
YR,T,Y79,FR,2017,11.4
YR,T,Y8,FR,2017,75.1
YR,T,Y80,FR,2017,10.7
YR,T,Y81,FR,2017,10.1
YR,T,Y82,FR,2017,9.4
YR,T,Y83,FR,2017,8.9
YR,T,Y84,FR,2017,8.3
YR,T,Y9,FR,2017,74.1
YR,T,Y_GE85,FR,2017,7.8
YR,T,Y_LT1,FR,2017,82.7
YR,F,Y1,FR,2016,85.1
YR,F,Y10,FR,2016,76.2
YR,F,Y11,FR,2016,75.2
YR,F,Y12,FR,2016,74.2
YR,F,Y13,FR,2016,73.2
YR,F,Y14,FR,2016,72.2
YR,F,Y15,FR,2016,71.2
YR,F,Y16,FR,2016,70.2
YR,F,Y17,FR,2016,69.2
YR,F,Y18,FR,2016,68.2
YR,F,Y19,FR,2016,67.2
YR,F,Y2,FR,2016,84.1
YR,F,Y20,FR,2016,66.2
YR,F,Y21,FR,2016,65.3
YR,F,Y22,FR,2016,64.3
YR,F,Y23,FR,2016,63.3
YR,F,Y24,FR,2016,62.3
YR,F,Y25,FR,2016,61.3
YR,F,Y26,FR,2016,60.3
YR,F,Y27,FR,2016,59.4
YR,F,Y28,FR,2016,58.4
YR,F,Y29,FR,2016,57.4
YR,F,Y3,FR,2016,83.1
YR,F,Y30,FR,2016,56.4
YR,F,Y31,FR,2016,55.4
YR,F,Y32,FR,2016,54.4
YR,F,Y33,FR,2016,53.5
YR,F,Y34,FR,2016,52.5
YR,F,Y35,FR,2016,51.5
YR,F,Y36,FR,2016,50.5
YR,F,Y37,FR,2016,49.5
YR,F,Y38,FR,2016,48.6
YR,F,Y39,FR,2016,47.6
YR,F,Y4,FR,2016,82.1
YR,F,Y40,FR,2016,46.6
YR,F,Y41,FR,2016,45.7
YR,F,Y42,FR,2016,44.7
YR,F,Y43,FR,2016,43.7
YR,F,Y44,FR,2016,42.8
YR,F,Y45,FR,2016,41.8
YR,F,Y46,FR,2016,40.9
YR,F,Y47,FR,2016,39.9
YR,F,Y48,FR,2016,39.0
YR,F,Y49,FR,2016,38.1
YR,F,Y5,FR,2016,81.1
YR,F,Y50,FR,2016,37.1
YR,F,Y51,FR,2016,36.2
YR,F,Y52,FR,2016,35.3
YR,F,Y53,FR,2016,34.4
YR,F,Y54,FR,2016,33.4
YR,F,Y55,FR,2016,32.5
YR,F,Y56,FR,2016,31.6
YR,F,Y57,FR,2016,30.7
YR,F,Y58,FR,2016,29.8
YR,F,Y59,FR,2016,29.0
YR,F,Y6,FR,2016,80.1
YR,F,Y60,FR,2016,28.1
YR,F,Y61,FR,2016,27.2
YR,F,Y62,FR,2016,26.3
YR,F,Y63,FR,2016,25.5
YR,F,Y64,FR,2016,24.6
YR,F,Y65,FR,2016,23.7
YR,F,Y66,FR,2016,22.9
YR,F,Y67,FR,2016,22.0
YR,F,Y68,FR,2016,21.2
YR,F,Y69,FR,2016,20.3
YR,F,Y7,FR,2016,79.2
YR,F,Y70,FR,2016,19.5
YR,F,Y71,FR,2016,18.7
YR,F,Y72,FR,2016,17.8
YR,F,Y73,FR,2016,17.0
YR,F,Y74,FR,2016,16.2
YR,F,Y75,FR,2016,15.4
YR,F,Y76,FR,2016,14.6
YR,F,Y77,FR,2016,13.9
YR,F,Y78,FR,2016,13.1
YR,F,Y79,FR,2016,12.4
YR,F,Y8,FR,2016,78.2
YR,F,Y80,FR,2016,11.7
YR,F,Y81,FR,2016,11.0
YR,F,Y82,FR,2016,10.3
YR,F,Y83,FR,2016,9.7
YR,F,Y84,FR,2016,9.1
YR,F,Y9,FR,2016,77.2
YR,F,Y_GE85,FR,2016,8.5
YR,F,Y_LT1,FR,2016,85.8
YR,M,Y1,FR,2016,78.8
YR,M,Y10,FR,2016,69.9
YR,M,Y11,FR,2016,68.9
YR,M,Y12,FR,2016,67.9
YR,M,Y13,FR,2016,66.9
YR,M,Y14,FR,2016,65.9
YR,M,Y15,FR,2016,64.9
YR,M,Y16,FR,2016,63.9
YR,M,Y17,FR,2016,63.0
YR,M,Y18,FR,2016,62.0
YR,M,Y19,FR,2016,61.0
YR,M,Y2,FR,2016,77.8
YR,M,Y20,FR,2016,60.0
YR,M,Y21,FR,2016,59.1
YR,M,Y22,FR,2016,58.1
YR,M,Y23,FR,2016,57.1
YR,M,Y24,FR,2016,56.2
YR,M,Y25,FR,2016,55.2
YR,M,Y26,FR,2016,54.2
YR,M,Y27,FR,2016,53.3
YR,M,Y28,FR,2016,52.3
YR,M,Y29,FR,2016,51.4
YR,M,Y3,FR,2016,76.9
YR,M,Y30,FR,2016,50.4
YR,M,Y31,FR,2016,49.4
YR,M,Y32,FR,2016,48.5
YR,M,Y33,FR,2016,47.5
YR,M,Y34,FR,2016,46.6
YR,M,Y35,FR,2016,45.6
YR,M,Y36,FR,2016,44.7
YR,M,Y37,FR,2016,43.7
YR,M,Y38,FR,2016,42.8
YR,M,Y39,FR,2016,41.8
YR,M,Y4,FR,2016,75.9
YR,M,Y40,FR,2016,40.9
YR,M,Y41,FR,2016,39.9
YR,M,Y42,FR,2016,39.0
YR,M,Y43,FR,2016,38.1
YR,M,Y44,FR,2016,37.1
YR,M,Y45,FR,2016,36.2
YR,M,Y46,FR,2016,35.3
YR,M,Y47,FR,2016,34.4
YR,M,Y48,FR,2016,33.5
YR,M,Y49,FR,2016,32.6
YR,M,Y5,FR,2016,74.9
YR,M,Y50,FR,2016,31.7
YR,M,Y51,FR,2016,30.8
YR,M,Y52,FR,2016,30.0
YR,M,Y53,FR,2016,29.1
YR,M,Y54,FR,2016,28.2
YR,M,Y55,FR,2016,27.4
YR,M,Y56,FR,2016,26.6
YR,M,Y57,FR,2016,25.7
YR,M,Y58,FR,2016,24.9
YR,M,Y59,FR,2016,24.1
YR,M,Y6,FR,2016,73.9
YR,M,Y60,FR,2016,23.4
YR,M,Y61,FR,2016,22.6
YR,M,Y62,FR,2016,21.8
YR,M,Y63,FR,2016,21.1
YR,M,Y64,FR,2016,20.3
YR,M,Y65,FR,2016,19.6
YR,M,Y66,FR,2016,18.8
YR,M,Y67,FR,2016,18.1
YR,M,Y68,FR,2016,17.4
YR,M,Y69,FR,2016,16.6
YR,M,Y7,FR,2016,72.9
YR,M,Y70,FR,2016,15.9
YR,M,Y71,FR,2016,15.2
YR,M,Y72,FR,2016,14.5
YR,M,Y73,FR,2016,13.8
YR,M,Y74,FR,2016,13.2
YR,M,Y75,FR,2016,12.5
YR,M,Y76,FR,2016,11.8
YR,M,Y77,FR,2016,11.2
YR,M,Y78,FR,2016,10.5
YR,M,Y79,FR,2016,9.9
YR,M,Y8,FR,2016,71.9
YR,M,Y80,FR,2016,9.3
YR,M,Y81,FR,2016,8.8
YR,M,Y82,FR,2016,8.2
YR,M,Y83,FR,2016,7.7
YR,M,Y84,FR,2016,7.2
YR,M,Y9,FR,2016,70.9
YR,M,Y_GE85,FR,2016,6.8
YR,M,Y_LT1,FR,2016,79.5
YR,T,Y1,FR,2016,82.0
YR,T,Y10,FR,2016,73.1
YR,T,Y11,FR,2016,72.1
YR,T,Y12,FR,2016,71.1
YR,T,Y13,FR,2016,70.1
YR,T,Y14,FR,2016,69.1
YR,T,Y15,FR,2016,68.1
YR,T,Y16,FR,2016,67.1
YR,T,Y17,FR,2016,66.2
YR,T,Y18,FR,2016,65.2
YR,T,Y19,FR,2016,64.2
YR,T,Y2,FR,2016,81.0
YR,T,Y20,FR,2016,63.2
YR,T,Y21,FR,2016,62.2
YR,T,Y22,FR,2016,61.3
YR,T,Y23,FR,2016,60.3
YR,T,Y24,FR,2016,59.3
YR,T,Y25,FR,2016,58.3
YR,T,Y26,FR,2016,57.4
YR,T,Y27,FR,2016,56.4
YR,T,Y28,FR,2016,55.4
YR,T,Y29,FR,2016,54.5
YR,T,Y3,FR,2016,80.1
YR,T,Y30,FR,2016,53.5
YR,T,Y31,FR,2016,52.5
YR,T,Y32,FR,2016,51.5
YR,T,Y33,FR,2016,50.6
YR,T,Y34,FR,2016,49.6
YR,T,Y35,FR,2016,48.6
YR,T,Y36,FR,2016,47.7
YR,T,Y37,FR,2016,46.7
YR,T,Y38,FR,2016,45.7
YR,T,Y39,FR,2016,44.8
YR,T,Y4,FR,2016,79.1
YR,T,Y40,FR,2016,43.8
YR,T,Y41,FR,2016,42.9
YR,T,Y42,FR,2016,41.9
YR,T,Y43,FR,2016,41.0
YR,T,Y44,FR,2016,40.0
YR,T,Y45,FR,2016,39.1
YR,T,Y46,FR,2016,38.2
YR,T,Y47,FR,2016,37.3
YR,T,Y48,FR,2016,36.3
YR,T,Y49,FR,2016,35.4
YR,T,Y5,FR,2016,78.1
YR,T,Y50,FR,2016,34.5
YR,T,Y51,FR,2016,33.6
YR,T,Y52,FR,2016,32.7
YR,T,Y53,FR,2016,31.8
YR,T,Y54,FR,2016,31.0
YR,T,Y55,FR,2016,30.1
YR,T,Y56,FR,2016,29.2
YR,T,Y57,FR,2016,28.4
YR,T,Y58,FR,2016,27.5
YR,T,Y59,FR,2016,26.7
YR,T,Y6,FR,2016,77.1
YR,T,Y60,FR,2016,25.9
YR,T,Y61,FR,2016,25.0
YR,T,Y62,FR,2016,24.2
YR,T,Y63,FR,2016,23.4
YR,T,Y64,FR,2016,22.6
YR,T,Y65,FR,2016,21.8
YR,T,Y66,FR,2016,21.0
YR,T,Y67,FR,2016,20.2
YR,T,Y68,FR,2016,19.5
YR,T,Y69,FR,2016,18.7
YR,T,Y7,FR,2016,76.1
YR,T,Y70,FR,2016,17.9
YR,T,Y71,FR,2016,17.1
YR,T,Y72,FR,2016,16.4
YR,T,Y73,FR,2016,15.6
YR,T,Y74,FR,2016,14.9
YR,T,Y75,FR,2016,14.2
YR,T,Y76,FR,2016,13.5
YR,T,Y77,FR,2016,12.8
YR,T,Y78,FR,2016,12.1
YR,T,Y79,FR,2016,11.4
YR,T,Y8,FR,2016,75.1
YR,T,Y80,FR,2016,10.7
YR,T,Y81,FR,2016,10.1
YR,T,Y82,FR,2016,9.5
YR,T,Y83,FR,2016,8.9
YR,T,Y84,FR,2016,8.4
YR,T,Y9,FR,2016,74.1
YR,T,Y_GE85,FR,2016,7.9
YR,T,Y_LT1,FR,2016,82.7
YR,F,Y1,FR,2015,84.9
YR,F,Y10,FR,2015,75.9
YR,F,Y11,FR,2015,74.9
YR,F,Y12,FR,2015,73.9
YR,F,Y13,FR,2015,72.9
YR,F,Y14,FR,2015,72.0
YR,F,Y15,FR,2015,71.0
YR,F,Y16,FR,2015,70.0
YR,F,Y17,FR,2015,69.0
YR,F,Y18,FR,2015,68.0
YR,F,Y19,FR,2015,67.0
YR,F,Y2,FR,2015,83.9
YR,F,Y20,FR,2015,66.0
YR,F,Y21,FR,2015,65.0
YR,F,Y22,FR,2015,64.0
YR,F,Y23,FR,2015,63.1
YR,F,Y24,FR,2015,62.1
YR,F,Y25,FR,2015,61.1
YR,F,Y26,FR,2015,60.1
YR,F,Y27,FR,2015,59.1
YR,F,Y28,FR,2015,58.1
YR,F,Y29,FR,2015,57.1
YR,F,Y3,FR,2015,82.9
YR,F,Y30,FR,2015,56.2
YR,F,Y31,FR,2015,55.2
YR,F,Y32,FR,2015,54.2
YR,F,Y33,FR,2015,53.2
YR,F,Y34,FR,2015,52.2
YR,F,Y35,FR,2015,51.3
YR,F,Y36,FR,2015,50.3
YR,F,Y37,FR,2015,49.3
YR,F,Y38,FR,2015,48.3
YR,F,Y39,FR,2015,47.4
YR,F,Y4,FR,2015,81.9
YR,F,Y40,FR,2015,46.4
YR,F,Y41,FR,2015,45.4
YR,F,Y42,FR,2015,44.5
YR,F,Y43,FR,2015,43.5
YR,F,Y44,FR,2015,42.6
YR,F,Y45,FR,2015,41.6
YR,F,Y46,FR,2015,40.7
YR,F,Y47,FR,2015,39.7
YR,F,Y48,FR,2015,38.8
YR,F,Y49,FR,2015,37.8
YR,F,Y5,FR,2015,80.9
YR,F,Y50,FR,2015,36.9
YR,F,Y51,FR,2015,36.0
YR,F,Y52,FR,2015,35.1
YR,F,Y53,FR,2015,34.1
YR,F,Y54,FR,2015,33.2
YR,F,Y55,FR,2015,32.3
YR,F,Y56,FR,2015,31.4
YR,F,Y57,FR,2015,30.5
YR,F,Y58,FR,2015,29.6
YR,F,Y59,FR,2015,28.8
YR,F,Y6,FR,2015,79.9
YR,F,Y60,FR,2015,27.9
YR,F,Y61,FR,2015,27.0
YR,F,Y62,FR,2015,26.1
YR,F,Y63,FR,2015,25.2
YR,F,Y64,FR,2015,24.4
YR,F,Y65,FR,2015,23.5
YR,F,Y66,FR,2015,22.7
YR,F,Y67,FR,2015,21.8
YR,F,Y68,FR,2015,20.9
YR,F,Y69,FR,2015,20.1
YR,F,Y7,FR,2015,78.9
YR,F,Y70,FR,2015,19.3
YR,F,Y71,FR,2015,18.4
YR,F,Y72,FR,2015,17.6
YR,F,Y73,FR,2015,16.8
YR,F,Y74,FR,2015,16.0
YR,F,Y75,FR,2015,15.2
YR,F,Y76,FR,2015,14.4
YR,F,Y77,FR,2015,13.7
YR,F,Y78,FR,2015,12.9
YR,F,Y79,FR,2015,12.2
YR,F,Y8,FR,2015,77.9
YR,F,Y80,FR,2015,11.4
YR,F,Y81,FR,2015,10.7
YR,F,Y82,FR,2015,10.1
YR,F,Y83,FR,2015,9.4
YR,F,Y84,FR,2015,8.8
YR,F,Y9,FR,2015,76.9
YR,F,Y_GE85,FR,2015,8.2
YR,F,Y_LT1,FR,2015,85.6
YR,M,Y1,FR,2015,78.5
YR,M,Y10,FR,2015,69.6
YR,M,Y11,FR,2015,68.6
YR,M,Y12,FR,2015,67.6
YR,M,Y13,FR,2015,66.6
YR,M,Y14,FR,2015,65.6
YR,M,Y15,FR,2015,64.7
YR,M,Y16,FR,2015,63.7
YR,M,Y17,FR,2015,62.7
YR,M,Y18,FR,2015,61.7
YR,M,Y19,FR,2015,60.7
YR,M,Y2,FR,2015,77.5
YR,M,Y20,FR,2015,59.8
YR,M,Y21,FR,2015,58.8
YR,M,Y22,FR,2015,57.8
YR,M,Y23,FR,2015,56.9
YR,M,Y24,FR,2015,55.9
YR,M,Y25,FR,2015,54.9
YR,M,Y26,FR,2015,54.0
YR,M,Y27,FR,2015,53.0
YR,M,Y28,FR,2015,52.1
YR,M,Y29,FR,2015,51.1
YR,M,Y3,FR,2015,76.6
YR,M,Y30,FR,2015,50.1
YR,M,Y31,FR,2015,49.2
YR,M,Y32,FR,2015,48.2
YR,M,Y33,FR,2015,47.3
YR,M,Y34,FR,2015,46.3
YR,M,Y35,FR,2015,45.4
YR,M,Y36,FR,2015,44.4
YR,M,Y37,FR,2015,43.5
YR,M,Y38,FR,2015,42.5
YR,M,Y39,FR,2015,41.6
YR,M,Y4,FR,2015,75.6
YR,M,Y40,FR,2015,40.6
YR,M,Y41,FR,2015,39.7
YR,M,Y42,FR,2015,38.7
YR,M,Y43,FR,2015,37.8
YR,M,Y44,FR,2015,36.9
YR,M,Y45,FR,2015,36.0
YR,M,Y46,FR,2015,35.1
YR,M,Y47,FR,2015,34.2
YR,M,Y48,FR,2015,33.3
YR,M,Y49,FR,2015,32.4
YR,M,Y5,FR,2015,74.6
YR,M,Y50,FR,2015,31.5
YR,M,Y51,FR,2015,30.6
YR,M,Y52,FR,2015,29.7
YR,M,Y53,FR,2015,28.9
YR,M,Y54,FR,2015,28.0
YR,M,Y55,FR,2015,27.2
YR,M,Y56,FR,2015,26.4
YR,M,Y57,FR,2015,25.6
YR,M,Y58,FR,2015,24.8
YR,M,Y59,FR,2015,24.0
YR,M,Y6,FR,2015,73.6
YR,M,Y60,FR,2015,23.2
YR,M,Y61,FR,2015,22.4
YR,M,Y62,FR,2015,21.6
YR,M,Y63,FR,2015,20.9
YR,M,Y64,FR,2015,20.1
YR,M,Y65,FR,2015,19.4
YR,M,Y66,FR,2015,18.7
YR,M,Y67,FR,2015,17.9
YR,M,Y68,FR,2015,17.2
YR,M,Y69,FR,2015,16.5
YR,M,Y7,FR,2015,72.6
YR,M,Y70,FR,2015,15.7
YR,M,Y71,FR,2015,15.0
YR,M,Y72,FR,2015,14.3
YR,M,Y73,FR,2015,13.7
YR,M,Y74,FR,2015,13.0
YR,M,Y75,FR,2015,12.3
YR,M,Y76,FR,2015,11.6
YR,M,Y77,FR,2015,11.0
YR,M,Y78,FR,2015,10.4
YR,M,Y79,FR,2015,9.7
YR,M,Y8,FR,2015,71.6
YR,M,Y80,FR,2015,9.2
YR,M,Y81,FR,2015,8.6
YR,M,Y82,FR,2015,8.1
YR,M,Y83,FR,2015,7.6
YR,M,Y84,FR,2015,7.1
